entity_id,dimension,field,claude_score,codex_score,codex_is_null,claude_is_null,null_disagreement,claude_minus_codex,absolute_delta,stratum_region,stratum_waterbody_type,stratum_population,stratum_sample_size
province_4a9b6f0c0b900aae9070,province,implementation_offset,0.02,,True,False,True,,,Asia,all,701,69
province_2f567d30cb54cfb9afd5,province,implementation_offset,0.04,0.04,False,False,False,0.0,0.0,North America,all,253,26
province_213c289fa4438399433f,province,implementation_offset,0.05,,True,False,True,,,South America,all,215,22
ecology_a58bbf1388f857865ed4,ecology,ecological_suitability,0.25,0.4,False,False,False,-0.15000000000000002,0.15000000000000002,Asia+Europe,lake,20,3
country_1d9aefa254248467e488,country,renewable_support,0.7,0.8,False,False,False,-0.10000000000000009,0.10000000000000009,Europe+North America,all,2,1
country_1d9aefa254248467e488,country,finance_delivery,0.8,0.8,False,False,False,0.0,0.0,Europe+North America,all,2,1
ecology_927b5456c8a1ea9f8053,ecology,ecological_suitability,0.45,0.5,False,False,False,-0.04999999999999999,0.04999999999999999,Oceania,reservoir,32,4
province_01cc8f196f562d7bf21e,province,implementation_offset,-0.04,,True,False,True,,,Europe,all,638,63
engineering_128511a8075fa54c7f69,engineering,maintenance_ease,0.72,0.65,False,False,False,0.06999999999999995,0.06999999999999995,Europe,reservoir,124,12
province_24f7836be06d35cb6756,province,implementation_offset,-0.07,-0.06,False,False,False,-0.010000000000000009,0.010000000000000009,Asia,all,701,69
engineering_29ebba16fe83aee9c4a1,engineering,maintenance_ease,0.65,0.65,False,False,False,0.0,0.0,South America,reservoir,47,5
engineering_d367f53d2c71d93c9d0d,engineering,maintenance_ease,0.55,0.65,False,False,False,-0.09999999999999998,0.09999999999999998,Asia,lake,160,15
engineering_7918e2f522ea2a0dadfa,engineering,maintenance_ease,0.6,0.65,False,False,False,-0.050000000000000044,0.050000000000000044,Asia,reservoir,133,13
engineering_542f5081dec6fc43bd3c,engineering,maintenance_ease,0.2,0.5,False,False,False,-0.3,0.3,Oceania,lake,29,4
province_1c9ec4ab506505f1678e,province,implementation_offset,-0.13,,True,False,True,,,North America,all,253,26
province_29516bdb18e1234c4a89,province,implementation_offset,0.03,,True,False,True,,,North America,all,253,26
engineering_68ed87255c6f3d586125,engineering,maintenance_ease,0.35,0.4,False,False,False,-0.050000000000000044,0.050000000000000044,South America,lake,82,8
ecology_36905b1390602ea5b1d3,ecology,ecological_suitability,0.6,0.55,False,False,False,0.04999999999999993,0.04999999999999993,North America,reservoir,121,11
ecology_3f27a39d820546fd0ba3,ecology,ecological_suitability,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,Africa,reservoir,55,6
engineering_cce6f92e554f678d6ab4,engineering,maintenance_ease,0.3,0.3,False,False,False,0.0,0.0,North America,reservoir,67,7
engineering_8b8f086339d0711897a7,engineering,maintenance_ease,0.45,0.65,False,False,False,-0.2,0.2,Africa,lake,130,12
ecology_369a47cd868b9034aba7,ecology,ecological_suitability,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,Africa,reservoir,55,6
province_2c6c3c1459293e821586,province,implementation_offset,-0.02,,True,False,True,,,South America,all,215,22
ecology_b66cecb8f24428aca0f9,ecology,ecological_suitability,0.15,0.4,False,False,False,-0.25,0.25,Oceania,lake,60,6
ecology_78e2df06ce7d7f6071bd,ecology,ecological_suitability,0.55,0.5,False,False,False,0.050000000000000044,0.050000000000000044,Asia,reservoir,145,13
province_3d4860ce5cabfe71058f,province,implementation_offset,-0.08,,True,False,True,,,North America,all,253,26
country_1d1c6bc7ad5ecbf67c17,country,renewable_support,0.68,0.65,False,False,False,0.030000000000000027,0.030000000000000027,North America,all,19,2
country_1d1c6bc7ad5ecbf67c17,country,finance_delivery,0.45,0.4,False,False,False,0.04999999999999999,0.04999999999999999,North America,all,19,2
country_a1f3e22a278f53997554,country,renewable_support,0.7,0.75,False,False,False,-0.050000000000000044,0.050000000000000044,Europe,all,38,3
country_a1f3e22a278f53997554,country,finance_delivery,0.65,0.7,False,False,False,-0.04999999999999993,0.04999999999999993,Europe,all,38,3
engineering_5098c868e214ff0c7883,engineering,maintenance_ease,0.65,0.65,False,False,False,0.0,0.0,Africa,lake,130,12
province_331fb6ec5489181a96db,province,implementation_offset,-0.03,0.03,False,False,False,-0.06,0.06,Asia,all,701,69
ecology_926371d06bb6591b84ed,ecology,ecological_suitability,0.45,0.4,False,False,False,0.04999999999999999,0.04999999999999999,North America,reservoir,121,11
province_1d5fbca77a3dcd1964dc,province,implementation_offset,0.04,,True,False,True,,,Europe,all,638,63
engineering_cd33d8ebf96c2257d1d8,engineering,maintenance_ease,0.62,0.7,False,False,False,-0.07999999999999996,0.07999999999999996,Asia,lake,160,15
engineering_9572944a1801500a9e12,engineering,maintenance_ease,0.3,0.3,False,False,False,0.0,0.0,North America,reservoir,67,7
engineering_a3434359501ac4d8c307,engineering,maintenance_ease,0.4,0.35,False,False,False,0.050000000000000044,0.050000000000000044,Asia,reservoir,133,13
engineering_a7945d0d9a211f01f39d,engineering,maintenance_ease,0.68,0.6,False,False,False,0.08000000000000007,0.08000000000000007,Europe,lake,105,10
ecology_2cb90bd0659d7ccb31bd,ecology,ecological_suitability,0.15,0.4,False,False,False,-0.25,0.25,North America,lake,154,14
ecology_401ab602f650a6bbe8da,ecology,ecological_suitability,0.2,0.4,False,False,False,-0.2,0.2,Europe,lake,57,6
engineering_4777b33b5bd80f37f6b6,engineering,maintenance_ease,0.68,0.6,False,False,False,0.08000000000000007,0.08000000000000007,Europe,lake,105,10
province_30f51eb0f6f596b7a0f4,province,implementation_offset,0.04,,True,False,True,,,Asia,all,701,69
ecology_bae9bdaaffa8aadfde66,ecology,ecological_suitability,0.55,0.5,False,False,False,0.050000000000000044,0.050000000000000044,South America,reservoir,59,6
ecology_f6afff3ceed93c634abf,ecology,ecological_suitability,0.15,0.4,False,False,False,-0.25,0.25,North America,lake,154,14
province_13b54d04f36e23c032db,province,implementation_offset,0.02,,True,False,True,,,Europe,all,638,63
engineering_bc0e438f2964a0bfa38b,engineering,maintenance_ease,0.75,0.65,False,False,False,0.09999999999999998,0.09999999999999998,Europe,lake,105,10
province_01663ba48629ec7a9b8b,province,implementation_offset,-0.04,,True,False,True,,,Asia,all,701,69
province_108dc1d718229862a6bf,province,implementation_offset,-0.03,,True,False,True,,,Asia,all,701,69
country_80ac08af7e29aec09ff4,country,renewable_support,0.6,0.6,False,False,False,0.0,0.0,Africa,all,49,3
country_80ac08af7e29aec09ff4,country,finance_delivery,0.55,0.5,False,False,False,0.050000000000000044,0.050000000000000044,Africa,all,49,3
ecology_7c21f9453cffde37c7c8,ecology,ecological_suitability,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,Africa+Europe,reservoir,1,1
province_3a865fb849384ce9cdbd,province,implementation_offset,0.06,,True,False,True,,,Europe,all,638,63
province_192b060cbc2d8676b04c,province,implementation_offset,0.04,,True,False,True,,,Asia,all,701,69
engineering_dc206fe18dd094a02c8e,engineering,maintenance_ease,0.3,0.4,False,False,False,-0.10000000000000003,0.10000000000000003,North America,lake,93,9
engineering_716f86c303b0eb8088cc,engineering,maintenance_ease,0.5,0.65,False,False,False,-0.15000000000000002,0.15000000000000002,Africa,lake,130,12
engineering_44999556efc940ebe393,engineering,maintenance_ease,0.62,0.7,False,False,False,-0.07999999999999996,0.07999999999999996,North America,reservoir,67,7
province_312458a7742807f4f201,province,implementation_offset,-0.04,,True,False,True,,,Asia,all,701,69
ecology_7f7c611a57f1a8fe2005,ecology,ecological_suitability,0.2,0.4,False,False,False,-0.2,0.2,Africa,lake,86,8
province_49797b087d0662fe6a45,province,implementation_offset,-0.07,,True,False,True,,,North America,all,253,26
engineering_3e21fd4afe8aee9a3c73,engineering,maintenance_ease,0.3,0.35,False,False,False,-0.04999999999999999,0.04999999999999999,Africa,lake,130,12
ecology_4b410d6e9eebadd59b7d,ecology,ecological_suitability,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,Asia,reservoir,145,13
engineering_aae3865776abc063d98f,engineering,maintenance_ease,0.5,0.6,False,False,False,-0.09999999999999998,0.09999999999999998,South America,lake,82,8
engineering_5ba40d027b5dd86a82b4,engineering,maintenance_ease,0.65,0.65,False,False,False,0.0,0.0,Africa,lake,130,12
engineering_24dd1c278146068afbf8,engineering,maintenance_ease,0.6,0.6,False,False,False,0.0,0.0,South America,lake,82,8
country_c119f69a647c654d52a7,country,renewable_support,0.55,0.5,False,False,False,0.050000000000000044,0.050000000000000044,North America+Oceania,all,1,1
country_c119f69a647c654d52a7,country,finance_delivery,0.7,0.7,False,False,False,0.0,0.0,North America+Oceania,all,1,1
engineering_c70d46b43df3d86484c1,engineering,maintenance_ease,0.35,0.3,False,False,False,0.04999999999999999,0.04999999999999999,Asia,lake,160,15
ecology_9d34723b6588e37a4bed,ecology,ecological_suitability,0.2,0.4,False,False,False,-0.2,0.2,Oceania,lake,60,6
country_0502c9afe735c49c4ddf,country,renewable_support,0.35,0.3,False,False,False,0.04999999999999999,0.04999999999999999,Africa,all,49,3
country_0502c9afe735c49c4ddf,country,finance_delivery,0.15,0.15,False,False,False,0.0,0.0,Africa,all,49,3
engineering_a57368d65a703898f2ca,engineering,maintenance_ease,0.62,0.6,False,False,False,0.020000000000000018,0.020000000000000018,Asia,reservoir,133,13
engineering_d118539dd848febdb19f,engineering,maintenance_ease,0.3,0.3,False,False,False,0.0,0.0,North America+Oceania,lake,1,1
ecology_fbc3f1e0b4fc6657a914,ecology,ecological_suitability,0.15,0.35,False,False,False,-0.19999999999999998,0.19999999999999998,North America,lake,154,14
engineering_3c6194ab56f51a0d7232,engineering,maintenance_ease,0.6,0.65,False,False,False,-0.050000000000000044,0.050000000000000044,Africa,lake,130,12
engineering_9c29918cde4044f455db,engineering,maintenance_ease,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,Europe,reservoir,124,12
ecology_67747c2c61891629e44b,ecology,ecological_suitability,0.55,0.5,False,False,False,0.050000000000000044,0.050000000000000044,Africa,reservoir,55,6
engineering_b2280f732af5c5dec564,engineering,maintenance_ease,0.55,0.5,False,False,False,0.050000000000000044,0.050000000000000044,Oceania,reservoir,17,2
ecology_816135b3373e9941beb6,ecology,ecological_suitability,0.1,0.35,False,False,False,-0.24999999999999997,0.24999999999999997,Europe,lake,57,6
engineering_d5ce6a4bf7587255205d,engineering,maintenance_ease,0.55,0.65,False,False,False,-0.09999999999999998,0.09999999999999998,Asia,reservoir,133,13
ecology_6e4ef5081050b0f054c9,ecology,ecological_suitability,0.2,0.4,False,False,False,-0.2,0.2,North America,lake,154,14
ecology_3ff8bbfc3d8d865821f4,ecology,ecological_suitability,0.25,0.4,False,False,False,-0.15000000000000002,0.15000000000000002,South America,lake,90,8
ecology_291983ad667d32a53201,ecology,ecological_suitability,0.55,0.5,False,False,False,0.050000000000000044,0.050000000000000044,Oceania,reservoir,32,4
province_0eea31c138842a884d15,province,implementation_offset,-0.04,0.03,False,False,False,-0.07,0.07,Asia,all,701,69
province_478ab203496f07c2eb4a,province,implementation_offset,-0.08,-0.08,False,False,False,0.0,0.0,Asia,all,701,69
ecology_81b5da3ec009f014e940,ecology,ecological_suitability,0.45,0.45,False,False,False,0.0,0.0,North America,reservoir,121,11
engineering_2b17016753a4ad9d4205,engineering,maintenance_ease,0.6,0.65,False,False,False,-0.050000000000000044,0.050000000000000044,Asia,reservoir,133,13
province_216e44cc5d336c2f7890,province,implementation_offset,-0.04,,True,False,True,,,Europe,all,638,63
province_2ed3328dd0e3d22fdbcc,province,implementation_offset,,,True,True,False,,,Europe,all,638,63
country_5f3c4db7226d84df0537,country,renewable_support,0.6,0.65,False,False,False,-0.050000000000000044,0.050000000000000044,Asia,all,46,3
country_5f3c4db7226d84df0537,country,finance_delivery,0.28,0.35,False,False,False,-0.06999999999999995,0.06999999999999995,Asia,all,46,3
ecology_e080912b0d7ab24f1ee0,ecology,ecological_suitability,0.15,0.35,False,False,False,-0.19999999999999998,0.19999999999999998,Africa,lake,86,8
engineering_a3c9826061d867e13938,engineering,maintenance_ease,0.65,0.6,False,False,False,0.050000000000000044,0.050000000000000044,Europe,reservoir,124,12
engineering_5e84cf44e7b3b11c12bf,engineering,maintenance_ease,0.65,0.5,False,False,False,0.15000000000000002,0.15000000000000002,Europe,lake,105,10
ecology_2edb0e6ae43b59dec095,ecology,ecological_suitability,0.2,0.3,False,False,False,-0.09999999999999998,0.09999999999999998,South America,lake,90,8
ecology_d52efb916f5dbf08d4f2,ecology,ecological_suitability,0.2,0.4,False,False,False,-0.2,0.2,Asia,lake,188,17
province_0291ec7f022f726be8cd,province,implementation_offset,0.03,,True,False,True,,,Europe,all,638,63
ecology_b3622e619ff64914a253,ecology,ecological_suitability,0.2,0.4,False,False,False,-0.2,0.2,Oceania,lake,60,6
engineering_8e29030dd2514459affd,engineering,maintenance_ease,0.7,0.6,False,False,False,0.09999999999999998,0.09999999999999998,Europe,lake,105,10
province_2e54a24e6d8e237d8a0e,province,implementation_offset,-0.05,,True,False,True,,,Africa,all,447,45
province_2a62ec58a32a35c28a39,province,implementation_offset,0.03,,True,False,True,,,Africa,all,447,45
engineering_840056a25031e3afe368,engineering,maintenance_ease,0.7,0.65,False,False,False,0.04999999999999993,0.04999999999999993,Europe,reservoir,124,12
engineering_9730bfde22525b86d793,engineering,maintenance_ease,0.68,0.65,False,False,False,0.030000000000000027,0.030000000000000027,North America,reservoir,67,7
province_486f2def37d51aae3e42,province,implementation_offset,-0.05,,True,False,True,,,Asia,all,701,69
province_12e9930bbff12b2dfa09,province,implementation_offset,0.05,,True,False,True,,,South America,all,215,22
province_4226e048f1721d339a09,province,implementation_offset,0.04,,True,False,True,,,Europe,all,638,63
province_1b053b74126c7961b584,province,implementation_offset,-0.06,-0.03,False,False,False,-0.03,0.03,North America,all,253,26
ecology_e375877b3abbde3ad6bb,ecology,ecological_suitability,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,Asia,reservoir,145,13
ecology_5d512ee0923dea2bd782,ecology,ecological_suitability,0.25,0.4,False,False,False,-0.15000000000000002,0.15000000000000002,North America,lake,154,14
province_25e536c41fb9b60c6178,province,implementation_offset,-0.04,,True,False,True,,,Asia,all,701,69
engineering_3b28a8cc03047310ea14,engineering,maintenance_ease,0.68,0.5,False,False,False,0.18000000000000005,0.18000000000000005,Oceania,lake,29,4
ecology_f058204d8689ba4190fd,ecology,ecological_suitability,0.2,0.4,False,False,False,-0.2,0.2,Asia,lake,188,17
engineering_34eb7403ec5a78f90cbd,engineering,maintenance_ease,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,Africa,lake,130,12
ecology_d3aee3bd614ab03a04d3,ecology,ecological_suitability,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,Asia+Europe,reservoir,4,1
ecology_b1c46bc376c48058b39e,ecology,ecological_suitability,0.25,0.4,False,False,False,-0.15000000000000002,0.15000000000000002,Asia,lake,188,17
country_50849a3c049c6f5ffd6c,country,renewable_support,0.75,0.75,False,False,False,0.0,0.0,Africa+Europe+North America+Oceania,all,1,1
country_50849a3c049c6f5ffd6c,country,finance_delivery,0.75,0.7,False,False,False,0.050000000000000044,0.050000000000000044,Africa+Europe+North America+Oceania,all,1,1
ecology_281802702287833cb8a1,ecology,ecological_suitability,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,Asia,reservoir,145,13
province_1da42576f71aa16fd9a9,province,implementation_offset,-0.04,,True,False,True,,,Asia,all,701,69
ecology_f00f81dd4bf0b5d6ea0d,ecology,ecological_suitability,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,North America,reservoir,121,11
ecology_ef935a8f387f4070f82e,ecology,ecological_suitability,0.1,0.35,False,False,False,-0.24999999999999997,0.24999999999999997,Asia,lake,188,17
ecology_e1a693f55acb2fae809e,ecology,ecological_suitability,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,Asia,reservoir,145,13
ecology_f6377a9bf3cde0788d2f,ecology,ecological_suitability,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,Europe,reservoir,45,5
ecology_48ca8b6789b2077701e3,ecology,ecological_suitability,0.2,0.4,False,False,False,-0.2,0.2,Asia+Europe,lake,20,3
engineering_9457a4a20f477de5b58a,engineering,maintenance_ease,0.55,0.65,False,False,False,-0.09999999999999998,0.09999999999999998,Africa,reservoir,93,9
ecology_ace56aef4a0f84f6b9a9,ecology,ecological_suitability,0.25,0.4,False,False,False,-0.15000000000000002,0.15000000000000002,North America,lake,154,14
engineering_f4183aa198b5d283a59c,engineering,maintenance_ease,0.5,0.6,False,False,False,-0.09999999999999998,0.09999999999999998,Africa,lake,130,12
ecology_2be15f4e9fe2d73f3714,ecology,ecological_suitability,0.6,0.5,False,False,False,0.09999999999999998,0.09999999999999998,Asia,reservoir,145,13
province_3045d25ede8c631c85ba,province,implementation_offset,0.03,,True,False,True,,,South America,all,215,22
engineering_84f2a34e92e8b7f97fec,engineering,maintenance_ease,0.7,0.6,False,False,False,0.09999999999999998,0.09999999999999998,Europe,lake,105,10
province_4af4e11144b9e39f0208,province,implementation_offset,0.03,,True,False,True,,,Europe,all,638,63
province_4b2c9520194634795a31,province,implementation_offset,-0.02,,True,False,True,,,Asia,all,701,69
province_4ba12f3ba95d3a9ab4bf,province,implementation_offset,0.05,0.04,False,False,False,0.010000000000000002,0.010000000000000002,Africa,all,447,45
province_50fc061e200408545949,province,implementation_offset,0.04,,True,False,True,,,Africa,all,447,45
province_530f27b6c39413e0928a,province,implementation_offset,0.05,0.04,False,False,False,0.010000000000000002,0.010000000000000002,Europe,all,638,63
province_54ab66ac42efe92a6b3d,province,implementation_offset,0.04,,True,False,True,,,Asia,all,701,69
province_56ad1956804059317998,province,implementation_offset,-0.05,0.03,False,False,False,-0.08,0.08,Asia,all,701,69
province_5add81ff0e7692cef65e,province,implementation_offset,-0.05,,True,False,True,,,Europe,all,638,63
province_5c0d27cc78ed689aebe0,province,implementation_offset,-0.06,-0.05,False,False,False,-0.009999999999999995,0.009999999999999995,Africa,all,447,45
province_5d1a4bcabd4ba7d1077c,province,implementation_offset,0.04,,True,False,True,,,South America,all,215,22
province_5e7acc403a2945e2ea19,province,implementation_offset,0.03,,True,False,True,,,Europe,all,638,63
province_5fd56e2839db5c9d5922,province,implementation_offset,0.03,,True,False,True,,,Europe,all,638,63
province_60530981ad4d6c1b7278,province,implementation_offset,-0.05,,True,False,True,,,Africa,all,447,45
province_60d2f0a9f1ef8960f1f7,province,implementation_offset,0.04,,True,False,True,,,Asia,all,701,69
province_6135c864b99da59c5fab,province,implementation_offset,-0.05,-0.04,False,False,False,-0.010000000000000002,0.010000000000000002,North America,all,253,26
province_61c3b52b592669e60fd6,province,implementation_offset,0.04,,True,False,True,,,Asia,all,701,69
province_61c443ba1bf15a0797ef,province,implementation_offset,-0.08,,True,False,True,,,North America,all,253,26
province_65a913ff2a9a6f12dd41,province,implementation_offset,-0.07,,True,False,True,,,South America,all,215,22
province_669243dc1a1265724676,province,implementation_offset,-0.04,,True,False,True,,,North America,all,253,26
province_687e3a13164e31e06586,province,implementation_offset,0.05,,True,False,True,,,South America,all,215,22
province_68879e8fc9498e849d6e,province,implementation_offset,-0.04,,True,False,True,,,Africa,all,447,45
province_69871537f1c2a311ff1c,province,implementation_offset,-0.04,,True,False,True,,,Asia,all,701,69
province_6b7f26765a086d0001dd,province,implementation_offset,-0.05,0.03,False,False,False,-0.08,0.08,Asia,all,701,69
province_6c05e60720d7f76e92d2,province,implementation_offset,-0.06,-0.05,False,False,False,-0.009999999999999995,0.009999999999999995,North America,all,253,26
province_6e6ff290b728124ef95b,province,implementation_offset,,,True,True,False,,,Europe,all,638,63
province_6ec01ca71d46ce8d57c2,province,implementation_offset,-0.04,,True,False,True,,,Africa,all,447,45
province_703b64c8c66f3301b04b,province,implementation_offset,0.03,0.04,False,False,False,-0.010000000000000002,0.010000000000000002,South America,all,215,22
province_707fe38442e18524b94e,province,implementation_offset,0.04,0.03,False,False,False,0.010000000000000002,0.010000000000000002,Europe,all,638,63
province_720f96a2a23877e83bd5,province,implementation_offset,-0.05,-0.04,False,False,False,-0.010000000000000002,0.010000000000000002,North America,all,253,26
province_72d6fc0165c6e2c0d1f6,province,implementation_offset,,,True,True,False,,,Europe,all,638,63
province_75a1bf44dacd8273a780,province,implementation_offset,-0.04,,True,False,True,,,Europe,all,638,63
province_768b3695e613f92fab79,province,implementation_offset,-0.05,,True,False,True,,,Asia,all,701,69
province_769a0090bd612962c4dc,province,implementation_offset,0.07,0.08,False,False,False,-0.009999999999999995,0.009999999999999995,Asia,all,701,69
province_78007255d953e1c00014,province,implementation_offset,-0.05,,True,False,True,,,South America,all,215,22
province_796e0193c46e5f76699e,province,implementation_offset,0.02,,True,False,True,,,Europe,all,638,63
province_7a66e5537a529fbc8616,province,implementation_offset,0.05,,True,False,True,,,Africa,all,447,45
province_7b6f3aa6b2adaa3e76d5,province,implementation_offset,-0.05,,True,False,True,,,North America,all,253,26
province_7d7658c8eac6da28d26f,province,implementation_offset,-0.04,,True,False,True,,,Asia,all,701,69
province_7da18eda36a73cc48dca,province,implementation_offset,0.02,,True,False,True,,,North America,all,253,26
province_7de771f1d7b4776cae20,province,implementation_offset,-0.04,,True,False,True,,,Africa,all,447,45
province_7e42e9e20b80ab719156,province,implementation_offset,-0.05,-0.04,False,False,False,-0.010000000000000002,0.010000000000000002,Asia,all,701,69
province_7ec79ce90bc89fb1f5f5,province,implementation_offset,0.04,,True,False,True,,,South America,all,215,22
province_7f96bede41e67a645537,province,implementation_offset,0.02,,True,False,True,,,South America,all,215,22
province_8124b259b9e4612792d1,province,implementation_offset,-0.03,,True,False,True,,,Africa,all,447,45
province_82e554d26b62f396d308,province,implementation_offset,0.02,,True,False,True,,,Europe,all,638,63
province_830f15ec983a80859e43,province,implementation_offset,-0.04,,True,False,True,,,Africa,all,447,45
province_8460871f25c6cd1a6e38,province,implementation_offset,0.04,0.03,False,False,False,0.010000000000000002,0.010000000000000002,Europe,all,638,63
province_847d0bfe6a5244d8fee6,province,implementation_offset,-0.04,,True,False,True,,,Asia,all,701,69
province_84dbeb0bd7e762a76aa5,province,implementation_offset,0.04,0.07,False,False,False,-0.030000000000000006,0.030000000000000006,North America,all,253,26
province_859b3b2e0760c8dddb40,province,implementation_offset,0.04,,True,False,True,,,Africa,all,447,45
province_85dd2ae3f02cfac25d37,province,implementation_offset,-0.07,,True,False,True,,,South America,all,215,22
province_87551517754f4abf2f21,province,implementation_offset,0.07,0.05,False,False,False,0.020000000000000004,0.020000000000000004,South America,all,215,22
province_88d5ef4e4171ea366e38,province,implementation_offset,0.02,,True,False,True,,,Europe,all,638,63
province_89fd4f42aaf92216aed1,province,implementation_offset,-0.13,-0.1072,False,False,False,-0.0228,0.0228,Europe,all,638,63
province_8a3a2f2dc3af16a77483,province,implementation_offset,,,True,True,False,,,Europe,all,638,63
province_8aacd03b9bd1d90b834f,province,implementation_offset,-0.04,,True,False,True,,,Africa,all,447,45
province_8b34a6ad882d02327d12,province,implementation_offset,0.02,,True,False,True,,,Europe,all,638,63
province_8c6b1921198f8695e8ab,province,implementation_offset,0.04,0.03,False,False,False,0.010000000000000002,0.010000000000000002,Europe,all,638,63
province_8cb23e36eac8f42371a2,province,implementation_offset,-0.03,,True,False,True,,,Europe,all,638,63
province_8dd2aedad03b9c0a5720,province,implementation_offset,-0.02,,True,False,True,,,Asia,all,701,69
province_8fb503ce3d029d9d3bed,province,implementation_offset,0.03,,True,False,True,,,Europe,all,638,63
province_901bfe6de99cdd8ad63d,province,implementation_offset,-0.08,,True,False,True,,,North America,all,253,26
province_907fcded7e99ffc05c7c,province,implementation_offset,-0.03,,True,False,True,,,Africa,all,447,45
province_95108110d7017e4861d1,province,implementation_offset,-0.04,,True,False,True,,,Asia,all,701,69
province_979834b6abf7deaa9885,province,implementation_offset,0.03,,True,False,True,,,Asia,all,701,69
province_9896d458aa2f9393c828,province,implementation_offset,-0.05,,True,False,True,,,Asia,all,701,69
province_a1d6b1ebdc0bfb10143a,province,implementation_offset,0.03,,True,False,True,,,Africa,all,447,45
province_a2fde1314f30380bbdd7,province,implementation_offset,0.04,0.03,False,False,False,0.010000000000000002,0.010000000000000002,Europe,all,638,63
province_a32749cf6913310ef212,province,implementation_offset,0.05,,True,False,True,,,Africa,all,447,45
province_a3c6552cb28cebc6179e,province,implementation_offset,0.04,,True,False,True,,,Asia,all,701,69
province_a3c87b9e723413b2dab8,province,implementation_offset,-0.03,,True,False,True,,,Europe,all,638,63
province_a56506faa9ff0a57cc59,province,implementation_offset,-0.04,0.04,False,False,False,-0.08,0.08,Asia,all,701,69
province_a5d84b382c65f7229737,province,implementation_offset,0.03,,True,False,True,,,Asia,all,701,69
province_a8700579743e560347a8,province,implementation_offset,0.02,,True,False,True,,,Asia,all,701,69
province_a8722e0f94d59ebd2e34,province,implementation_offset,-0.03,,True,False,True,,,Africa,all,447,45
province_a8b76ab0d46a8d8ee339,province,implementation_offset,0.02,,True,False,True,,,Asia,all,701,69
province_a9f9612b5111ca78fe4c,province,implementation_offset,0.04,,True,False,True,,,Europe,all,638,63
province_ab0bc645bf7a3a12b2c0,province,implementation_offset,-0.05,,True,False,True,,,Asia,all,701,69
province_ab1cca31be51552696b0,province,implementation_offset,-0.05,,True,False,True,,,Europe,all,638,63
province_ab5ebb806c2ff26d95f9,province,implementation_offset,-0.08,,True,False,True,,,Oceania,all,59,7
province_acdf7e5ba2fc2e8d3212,province,implementation_offset,0.02,,True,False,True,,,Asia,all,701,69
province_ad18d8f97d939b883434,province,implementation_offset,0.04,0.03,False,False,False,0.010000000000000002,0.010000000000000002,Europe,all,638,63
province_ad5720bd35e7a9c1ce40,province,implementation_offset,-0.04,,True,False,True,,,South America,all,215,22
province_ad9b712f0da27f3a413c,province,implementation_offset,-0.07,,True,False,True,,,Africa,all,447,45
province_adf7d8ded7a63eaf38a9,province,implementation_offset,-0.05,,True,False,True,,,North America,all,253,26
province_ae7490f9f63d6664aad7,province,implementation_offset,0.0,,True,False,True,,,Asia,all,701,69
province_aef3c6517f867c4706bf,province,implementation_offset,-0.05,,True,False,True,,,Europe,all,638,63
province_af09cd4c55c78eb86fcf,province,implementation_offset,0.02,,True,False,True,,,Europe,all,638,63
province_afb8b769204bbe1db593,province,implementation_offset,-0.05,,True,False,True,,,North America,all,253,26
province_b37e367e67164c34509f,province,implementation_offset,-0.05,,True,False,True,,,Europe,all,638,63
province_b60214c1eb9f7a86ec02,province,implementation_offset,-0.04,,True,False,True,,,Africa,all,447,45
province_b63b2cc9513101b5fd46,province,implementation_offset,0.02,,True,False,True,,,Africa,all,447,45
province_b67967f8cc1ec537c432,province,implementation_offset,-0.07,,True,False,True,,,Africa,all,447,45
province_b901fcc86e1c843ccb40,province,implementation_offset,0.05,0.04,False,False,False,0.010000000000000002,0.010000000000000002,Asia,all,701,69
province_b91db684ada66ba80a28,province,implementation_offset,-0.05,,True,False,True,,,Africa,all,447,45
province_b97246463687a8fc2c47,province,implementation_offset,-0.04,,True,False,True,,,South America,all,215,22
province_b98080bc06c3b9d764c6,province,implementation_offset,0.03,,True,False,True,,,Asia,all,701,69
province_ba71cd3420949477edbb,province,implementation_offset,-0.04,,True,False,True,,,Asia,all,701,69
province_bc2bfd6b9c4d5d01304d,province,implementation_offset,0.03,,True,False,True,,,Europe,all,638,63
province_c0363bfda13cdcea7ec6,province,implementation_offset,-0.04,,True,False,True,,,Asia,all,701,69
province_c21178cf13e298f9d614,province,implementation_offset,-0.04,,True,False,True,,,Asia,all,701,69
province_c37078b2f830ba1c7628,province,implementation_offset,0.07,,True,False,True,,,Africa,all,447,45
province_c61e3e1e0807f30398a0,province,implementation_offset,0.03,,True,False,True,,,Africa,all,447,45
